OverallQual,2ndFlrSF,1stFlrSF,GarageArea,BsmtFinSF1,LotArea,MasVnrArea,OpenPorchSF,WoodDeckSF,YearRemodAdd,BsmtUnfSF,YearBuilt,GarageYrBlt
7,0,1145,397,16,3182,11.0,16,100,2006,1129,2005,2005.0
6,0,1062,539,539,11333,0.0,0,120,1976,490,1976,1976.0
7,886,1127,455,862,9920,0.0,130,180,1997,255,1996,1997.0
8,0,1496,474,0,9158,140.0,130,168,2007,1496,2007,2007.0
7,809,1086,409,0,10832,0.0,46,143,1996,712,1994,1994.0
6,676,888,476,0,8400,130.0,50,0,1981,650,1980,1980.0
6,0,1285,528,0,8197,148.0,0,138,1977,660,1977,1977.0
5,0,773,240,570,7677,0.0,0,0,1953,203,1953,1953.0
9,1174,1966,820,0,13518,860.0,78,144,2009,1926,2008,2009.0
5,787,981,240,569,7200,252.0,0,0,1950,162,1937,1939.0
6,1072,616,603,462,12798,0.0,114,403,1997,154,1997,1997.0
4,0,1196,440,197,4800,0.0,0,0,1990,999,1916,1957.0
7,728,728,410,648,8199,0.0,18,36,2005,80,2005,2005.0
9,1088,1734,1020,0,13891,424.0,170,52,2009,1734,2008,2009.0
5,0,1128,286,812,9000,0.0,0,0,1954,124,1954,1954.0
7,0,1428,554,0,12274,256.0,60,0,2008,1417,2008,2008.0
5,0,980,384,400,9750,0.0,0,68,1967,100,1967,1967.0
5,504,1072,528,1309,21384,0.0,312,0,2004,15,1923,1923.0
5,0,1086,484,516,13400,1047.0,0,0,1966,380,1966,1966.0
5,1063,1075,360,0,8100,0.0,156,40,1965,849,1898,1910.0
6,0,1309,484,663,10140,99.0,0,265,1999,0,1974,1974.0
6,0,848,420,662,4438,169.0,0,140,2004,186,2004,2004.0
5,0,1044,504,0,8712,0.0,0,0,1952,540,1952,1952.0
6,0,1442,301,608,9750,243.0,0,0,1958,834,1958,1958.0
5,564,686,280,0,8248,0.0,0,207,1950,686,1918,1955.0
7,0,1661,598,0,12137,442.0,34,0,1998,1649,1998,1998.0
5,0,1008,275,486,11425,0.0,0,0,1954,522,1954,1954.0
8,0,1689,857,1218,13265,148.0,59,150,2002,350,2002,2002.0
6,0,1052,440,504,8816,80.0,0,0,1971,506,1971,1971.0
7,0,1358,484,733,6371,128.0,35,192,2010,625,2009,2010.0
7,842,798,595,0,7226,0.0,45,0,2003,798,2003,2003.0
4,0,936,576,0,6000,0.0,32,0,1953,936,1953,1974.0
7,886,847,433,0,12394,0.0,48,100,2003,847,2003,2003.0
6,545,944,240,0,9900,0.0,0,335,1950,778,1940,1940.0
8,0,1489,776,0,11216,0.0,140,0,2006,1489,2006,2006.0
10,0,2084,1220,1636,14803,816.0,45,188,2008,442,2007,2007.0
5,0,784,0,784,6130,0.0,0,0,1950,0,1924,1980.0
7,0,1434,527,20,8529,0.0,39,290,2001,1434,2001,2001.0
5,966,1160,538,249,28698,0.0,0,486,1967,0,1967,1967.0
7,623,520,480,0,2544,0.0,166,0,2005,600,2005,2005.0
6,0,1392,458,1040,11900,387.0,0,0,1957,352,1957,1957.0
7,600,520,480,0,3180,0.0,166,0,2005,600,2005,2005.0
7,888,941,613,483,9548,223.0,39,192,2003,458,2003,2003.0
6,0,1516,472,196,10004,180.0,0,0,1964,975,1964,1964.0
5,0,1144,456,572,7875,136.0,0,0,1961,572,1961,1961.0
4,0,1067,436,442,9600,0.0,0,290,1995,625,1950,1996.0
5,0,1559,812,338,8100,0.0,116,0,1973,1221,1948,1948.0
6,504,483,264,330,1680,158.0,0,0,1973,153,1973,1973.0
5,0,1099,352,0,9525,0.0,0,278,2006,1099,1995,1999.0
5,432,768,240,352,11767,0.0,0,0,1995,416,1946,1946.0
6,672,810,400,156,12155,0.0,0,0,1950,516,1925,1934.0
5,581,958,686,0,10440,0.0,78,70,2002,650,1904,1983.0
6,0,1165,490,312,9020,183.0,129,0,1966,276,1966,1966.0
5,0,1800,0,0,8000,0.0,0,0,1961,1800,1961,1980.0
5,540,876,720,0,12665,0.0,0,418,1950,876,1915,1949.0
5,0,1701,611,1390,16647,0.0,0,0,1981,0,1975,1975.0
7,769,1006,425,513,9317,137.0,72,234,1993,227,1993,1993.0
5,0,864,338,460,15523,0.0,0,0,1972,404,1972,1972.0
6,1051,1307,360,0,45600,0.0,40,486,1997,907,1908,1908.0
6,761,1094,512,0,9600,360.0,100,113,1994,528,1976,1976.0
6,0,848,420,659,4435,170.0,0,140,2003,189,2003,2003.0
8,0,1456,400,0,3196,40.0,20,143,2003,1273,2003,2003.0
7,728,918,240,364,7128,0.0,0,0,1950,554,1941,1941.0
6,0,1445,645,564,12095,115.0,0,180,1964,563,1964,1964.0
5,0,1779,454,306,17920,0.0,418,0,1974,372,1955,1955.0
5,0,1040,260,659,6897,0.0,104,0,2010,381,1962,1962.0
6,0,1026,576,505,10970,0.0,0,0,1978,0,1978,1981.0
6,779,702,343,0,8125,0.0,36,0,1995,702,1994,1994.0
7,0,1370,479,0,10400,189.0,0,0,1976,1090,1976,1976.0
6,1142,1512,619,619,11029,220.0,65,0,1984,435,1968,1968.0
7,514,912,216,0,7642,0.0,240,0,1998,912,1918,1925.0
5,0,1039,504,841,11625,0.0,0,0,1965,198,1965,1965.0
6,0,1097,480,338,9672,0.0,0,0,1985,702,1984,1986.0
5,0,1148,672,1148,7931,0.0,0,0,1959,0,1959,1959.0
7,0,1372,529,0,8640,0.0,140,0,2008,1372,2007,2008.0
5,0,1002,902,828,8750,76.0,0,0,1970,174,1970,1973.0
8,0,1646,870,0,10656,274.0,80,192,2007,1638,2006,2007.0
4,0,1120,544,932,6970,0.0,0,168,1961,108,1961,1961.0
5,720,1547,672,0,14762,0.0,144,120,1950,0,1948,1979.0
7,887,1062,574,750,9938,246.0,90,156,1994,300,1993,1993.0
5,0,894,308,0,6600,0.0,0,0,1962,894,1962,1962.0
6,878,804,523,505,8750,116.0,77,0,1998,299,1998,1998.0
5,0,910,414,0,8892,0.0,0,196,1996,105,1953,1953.0
5,0,1036,288,375,12144,0.0,28,0,1950,457,1949,1949.0
5,455,676,200,0,5720,0.0,0,26,1950,676,1941,1941.0
8,1426,1184,550,64,9000,0.0,364,208,2007,1120,2007,2007.0
4,0,1040,648,633,25286,0.0,0,0,1963,431,1963,1963.0
9,762,1462,738,1170,8834,216.0,0,184,2005,292,2004,2004.0
5,0,1155,576,899,11782,0.0,0,192,1995,210,1961,1987.0
5,0,864,336,646,7000,90.0,0,0,2005,218,1978,1978.0
5,0,1090,450,980,7024,0.0,49,0,2006,110,2005,2005.0
7,530,1187,400,902,13758,117.0,36,168,1991,254,1990,1990.0
6,785,808,389,0,9636,0.0,40,342,1993,808,1992,1993.0
4,795,954,440,0,6204,0.0,188,0,1950,795,1912,1997.0
5,0,892,288,432,7150,60.0,0,0,1967,460,1967,1967.0
9,0,1709,506,1238,5119,60.0,65,97,2000,460,1999,1999.0
5,0,1712,588,528,8393,122.0,54,272,2005,1098,1959,2005.0
5,521,872,300,0,16466,0.0,0,121,1955,816,1955,1955.0
8,0,2217,621,351,15865,0.0,207,81,1970,1043,1970,1970.0
6,0,1505,505,1024,12160,90.0,0,0,1953,481,1953,1953.0
5,252,672,576,0,8064,0.0,0,0,2006,672,1949,2003.0
6,765,918,440,226,11184,92.0,0,243,1978,192,1978,1978.0
6,0,1068,264,663,8414,0.0,0,192,2003,396,1963,1963.0
5,0,1383,354,1064,13284,0.0,116,511,1954,319,1954,1954.0
5,0,1535,400,0,7018,0.0,0,0,1979,0,1979,1979.0
6,813,983,483,400,7056,415.0,50,0,1963,380,1963,1963.0
4,0,951,327,285,8765,0.0,28,0,1950,666,1936,1936.0
5,1120,1120,528,0,7018,0.0,0,154,1979,0,1979,1979.0
9,0,2364,820,2188,12919,760.0,67,0,2010,142,2009,2009.0
5,0,1236,288,465,6993,0.0,0,0,1994,447,1961,1961.0
4,0,858,684,322,7340,0.0,0,0,1971,536,1971,1979.0
5,0,1306,756,860,8712,0.0,0,0,2000,132,1957,1968.0
7,702,807,393,0,7875,0.0,75,0,2003,783,2003,2003.0
7,0,1670,690,0,14859,27.0,60,144,2006,1670,2006,2006.0
5,0,902,288,599,6173,75.0,0,0,1967,277,1967,1967.0
5,0,1063,280,354,9920,110.0,0,0,1954,412,1954,1954.0
8,0,1636,865,63,13501,208.0,60,0,2006,1560,2006,2006.0
7,1037,1020,180,223,11500,0.0,0,0,1987,794,1936,1936.0
5,0,902,484,301,8885,0.0,0,164,1983,239,1983,1983.0
6,742,742,390,0,12589,0.0,24,36,2005,742,2005,2005.0
5,1169,1105,480,443,11600,361.0,0,0,1960,662,1960,1960.0
5,0,1268,252,196,9286,0.0,0,173,1989,1072,1977,1978.0
5,0,1015,450,489,6120,0.0,0,0,1950,279,1925,1925.0
5,1001,1001,871,284,6270,0.0,0,0,1950,717,1949,1949.0
6,612,612,528,294,3000,76.0,234,0,2009,318,2009,2009.0
4,546,546,286,0,2001,80.0,0,0,1970,546,1970,1970.0
2,0,480,308,50,9000,0.0,0,0,1950,430,1949,1958.0
4,0,1229,284,1059,17140,0.0,0,0,1956,75,1956,1956.0
7,1215,912,833,48,13125,0.0,192,72,1991,422,1991,1991.0
6,0,1414,601,528,11029,0.0,51,0,2002,245,1958,1990.0
6,785,936,471,814,8462,105.0,87,300,1994,114,1994,1994.0
5,928,1272,0,1084,8777,0.0,70,0,2003,188,1900,1980.0
6,0,1316,397,28,10237,0.0,0,100,2006,1288,2005,2005.0
6,0,1617,533,165,8012,0.0,69,0,1994,598,1993,1993.0
6,0,1686,612,625,10240,157.0,131,384,1980,0,1980,1980.0
5,0,1126,540,767,15611,0.0,0,180,1977,266,1977,1977.0
8,1140,1234,656,0,11999,340.0,100,104,2004,1181,2003,2003.0
7,880,1098,486,552,9900,342.0,43,0,1968,280,1968,1968.0
8,0,1788,522,0,11838,0.0,151,202,2001,1753,2001,2001.0
7,1243,993,642,0,13006,285.0,0,0,1997,964,1997,1997.0
8,0,1466,610,16,8925,0.0,18,100,2007,1450,2007,2007.0
5,0,925,429,338,9100,0.0,0,0,1965,121,1965,1965.0
9,0,1905,788,0,11670,302.0,191,0,2006,1905,2006,2006.0
7,0,1500,570,20,8487,210.0,36,192,2004,1480,2004,2004.0
7,0,2069,505,425,27650,0.0,0,0,2007,160,1960,1960.0
4,0,747,528,0,5825,108.0,0,0,1953,600,1926,1953.0
7,0,1200,555,833,10083,0.0,41,0,2003,343,2003,2003.0
7,858,1113,689,341,9675,0.0,48,0,2005,772,2005,2005.0
7,571,1391,868,464,8760,0.0,90,0,2006,927,2006,2006.0
7,1196,1207,349,0,24090,0.0,0,56,1950,1032,1940,1940.0
6,0,1728,574,936,12640,0.0,0,40,1976,396,1976,1976.0
7,1038,1022,390,772,8755,298.0,0,0,1999,220,1999,1999.0
4,0,1440,0,1440,7711,0.0,0,321,1977,0,1977,1980.0
5,0,1632,576,0,25000,0.0,0,0,1967,1632,1967,1967.0
6,0,1344,525,111,14375,541.0,118,0,1958,354,1958,1958.0
5,561,1188,456,1088,8820,0.0,0,48,1996,0,1890,1963.0
5,0,1144,796,748,8163,128.0,0,86,1959,102,1959,1959.0
8,0,1629,808,1300,14536,236.0,252,0,2003,316,2002,2002.0
7,840,936,474,0,14006,144.0,96,144,2002,936,2002,2002.0
6,0,1381,676,982,9360,0.0,0,0,2006,179,1972,1972.0
5,0,864,720,398,7200,0.0,0,194,2002,317,1950,1980.0
5,0,965,300,641,7800,0.0,0,421,1965,187,1965,1979.0
5,0,768,396,660,7200,0.0,0,192,2003,108,1972,1974.0
5,800,1168,530,562,11075,232.0,189,305,1969,29,1969,1969.0
6,0,980,0,945,9400,250.0,0,0,1975,0,1975,1980.0
6,979,979,492,484,7136,423.0,0,0,1950,495,1946,1946.0
6,668,561,462,285,1300,0.0,0,150,1980,276,1980,1980.0
5,0,1057,576,417,7420,0.0,0,0,1962,640,1962,1977.0
7,0,1337,531,699,8450,0.0,39,0,2003,638,2003,2003.0
7,720,696,484,604,2572,0.0,44,0,1999,92,1999,1999.0
5,0,858,0,696,7207,0.0,0,117,2008,162,1958,1980.0
6,1330,1542,619,896,12227,424.0,282,550,1995,434,1977,1977.0
6,744,804,440,556,2308,0.0,0,48,1976,248,1976,1976.0
9,0,1800,702,0,11923,0.0,136,288,2007,1800,2007,2007.0
7,1070,824,510,624,11316,44.0,40,0,2003,193,2002,2002.0
6,701,783,393,0,10237,0.0,72,0,2007,783,2005,2005.0
5,332,976,256,428,9600,0.0,70,0,1950,300,1940,1940.0
5,0,1098,260,902,7390,151.0,0,0,1955,196,1955,1955.0
3,368,600,0,0,5925,0.0,0,0,1950,600,1910,1980.0
6,0,1095,264,513,10382,105.0,0,0,1958,75,1958,1958.0
4,472,720,0,0,10800,0.0,0,0,1950,720,1949,1980.0
7,862,764,474,567,2268,106.0,27,0,2004,197,2003,2003.0
6,0,918,264,0,7892,0.0,0,28,1979,918,1979,1979.0
7,0,1428,480,0,11639,0.0,120,0,2008,1428,2007,2007.0
7,883,1136,532,0,11414,0.0,135,509,1993,728,1910,1997.0
7,709,673,490,641,2651,0.0,50,153,2000,32,2000,2000.0
4,0,869,0,0,5900,0.0,0,0,1958,440,1923,1980.0
7,0,1241,569,1106,4274,0.0,116,0,2007,135,2006,2007.0
4,0,894,400,552,9450,0.0,0,0,1954,342,1954,1999.0
5,0,1121,480,651,8816,0.0,80,0,1963,470,1963,1963.0
7,0,999,588,867,12122,210.0,76,144,2007,77,1961,1961.0
8,1336,1276,676,854,12203,975.0,0,250,1999,371,1998,1998.0
7,0,1266,388,0,3182,16.0,16,100,2007,1266,2007,2007.0
8,1141,1149,779,0,11250,0.0,0,0,2002,1128,2002,2002.0
5,432,1302,539,0,10125,0.0,0,0,1977,0,1977,1977.0
5,0,1164,240,1040,10880,0.0,48,0,1950,124,1950,1950.0
6,634,1001,255,0,5310,0.0,0,394,2003,485,1910,1950.0
9,0,1940,606,1646,10159,450.0,95,168,2010,284,2009,2010.0
6,912,1118,551,156,12046,298.0,224,0,1976,692,1976,1976.0
7,798,778,614,0,8125,0.0,50,0,2006,770,2006,2006.0
8,985,1407,870,1074,9452,423.0,70,0,1998,322,1997,1997.0
8,826,916,424,216,17671,0.0,169,0,1986,700,1882,1925.0
6,831,1020,440,536,9760,340.0,42,239,1993,169,1964,1964.0
6,750,750,564,0,8846,0.0,35,0,2006,750,2005,2005.0
10,0,1718,786,1172,12456,230.0,48,216,2007,528,2006,2008.0
4,456,774,305,384,4712,0.0,57,0,1950,363,1946,1946.0
5,0,1050,368,915,10659,0.0,319,0,1961,135,1961,1961.0
6,0,1442,615,0,11717,571.0,0,371,1970,1442,1970,1970.0
3,0,1077,210,0,9786,0.0,100,0,1950,1007,1922,1922.0
7,0,1208,632,686,6762,24.0,61,105,2006,501,2006,2006.0
3,0,944,528,0,10206,0.0,0,0,1952,0,1952,1956.0
5,0,691,216,0,5400,0.0,20,0,1950,691,1920,1920.0
8,0,1574,824,24,11957,53.0,104,144,2006,1550,2006,2006.0
5,0,1680,528,0,11500,164.0,0,0,1976,1680,1976,1976.0
7,0,1504,457,16,3182,16.0,0,156,2006,1330,2005,2005.0
5,0,985,328,595,8385,220.0,0,210,1977,390,1977,1977.0
6,0,1657,484,1237,12155,0.0,0,0,1970,420,1970,1970.0
4,546,546,286,273,2217,0.0,0,238,1970,0,1970,1970.0
7,0,1710,550,0,12118,108.0,48,100,2005,1710,2004,2004.0
5,0,1008,0,0,6000,0.0,0,0,1950,1008,1926,1980.0
5,551,720,312,0,21286,0.0,0,0,1950,720,1948,1948.0
5,0,1664,0,0,9825,0.0,0,0,1965,0,1965,1980.0
6,602,900,180,0,10592,0.0,0,96,1996,602,1923,1923.0
5,0,1022,280,247,7200,0.0,30,0,2006,310,1910,1956.0
6,0,1082,240,336,11664,206.0,130,0,1950,746,1948,1948.0
8,855,810,528,643,8400,0.0,45,0,2001,167,2001,2001.0
7,0,1504,478,690,11883,196.0,66,115,1996,814,1996,1996.0
8,0,1360,565,1036,5814,0.0,0,63,1984,184,1984,1984.0
7,670,802,402,0,10784,76.0,0,164,1992,384,1991,1991.0
7,0,1506,440,16,3013,145.0,20,142,2005,1346,2005,2005.0
4,0,1132,451,1024,7024,0.0,64,252,2005,108,2005,2005.0
7,0,1220,632,684,7406,84.0,54,105,2006,515,2006,2006.0
5,336,912,160,324,9439,0.0,0,0,1950,588,1930,1957.0
7,0,1504,437,16,3182,14.0,20,156,2006,1330,2005,2005.0
8,0,2898,665,1165,15498,0.0,72,0,1976,0,1976,1976.0
5,0,882,461,138,7700,0.0,0,96,1972,276,1972,1980.0
5,0,1264,461,697,9300,324.0,0,0,1960,571,1960,1960.0
8,0,1646,800,1513,9520,338.0,44,192,2008,125,2007,2008.0
5,408,968,240,368,9492,0.0,0,0,1950,359,1941,1941.0
6,546,672,264,317,1680,281.0,28,0,1972,355,1972,1972.0
5,980,948,0,0,7082,0.0,0,0,1995,686,1916,1980.0
7,998,1687,672,523,15863,0.0,63,136,1970,301,1920,1970.0
8,1168,1352,796,1012,14541,0.0,55,209,1993,326,1993,1993.0
7,0,1654,900,986,8125,295.0,136,0,2002,668,2002,2002.0
5,0,954,240,0,6305,0.0,0,0,1950,920,1938,1938.0
4,0,845,290,0,11500,0.0,0,186,1957,0,1957,1957.0
9,0,1620,912,1022,12898,70.0,0,228,2008,598,2007,2008.0
8,1208,1055,905,0,9240,396.0,45,0,2002,1055,2001,2001.0
4,546,798,0,0,1533,0.0,0,0,2008,546,1970,1980.0
4,0,630,286,509,1477,0.0,0,0,1970,121,1970,1970.0
5,0,1803,484,168,13125,67.0,0,0,2000,284,1957,1957.0
6,832,800,484,400,9130,252.0,40,0,2000,336,1966,1966.0
6,0,1306,624,900,5381,135.0,63,170,2005,406,2005,2005.0
7,797,1532,514,1085,11839,99.0,121,192,1990,390,1990,1990.0
8,0,2524,542,1104,9600,0.0,120,474,1981,1420,1981,1981.0
3,0,1733,452,0,13680,0.0,0,0,1955,0,1955,1955.0
9,876,1992,716,240,16056,208.0,108,214,2006,1752,2005,2005.0
5,0,990,672,686,9245,0.0,0,0,1995,304,1994,1996.0
5,0,1771,336,0,21750,75.0,0,0,2006,0,1960,1960.0
4,0,930,308,0,11100,0.0,0,0,2006,0,1946,1946.0
7,0,1302,436,0,8993,0.0,22,0,2007,1302,2007,2007.0
7,0,1316,440,0,11175,0.0,20,0,2007,1316,2007,2007.0
6,850,1127,540,442,9500,272.0,52,0,1978,374,1964,1964.0
5,0,1526,364,383,8562,145.0,78,116,2002,833,1957,1957.0
8,898,1091,586,932,11367,210.0,60,199,2002,133,2002,2002.0
6,0,1523,478,644,11361,160.0,0,0,1976,549,1976,1976.0
7,0,1364,484,659,7052,240.0,36,192,2005,705,2005,2005.0
7,871,979,467,595,29959,0.0,98,168,1994,378,1994,1994.0
9,1054,1130,836,936,11308,154.0,102,0,2008,168,2008,2008.0
6,895,1096,432,297,11275,480.0,0,0,1950,0,1932,1977.0
8,0,1338,582,616,4920,0.0,0,0,2001,722,2001,2001.0
3,0,894,1248,0,18000,0.0,20,0,1950,894,1935,1994.0
5,915,1422,560,0,13600,0.0,57,0,1950,662,1900,1945.0
6,0,1103,440,397,6000,0.0,120,166,1980,706,1925,1976.0
5,0,1154,480,740,11000,200.0,58,0,1966,184,1966,1966.0
7,954,1306,533,1201,14000,0.0,44,296,1997,105,1996,1996.0
6,772,799,380,0,7837,0.0,40,0,1994,799,1993,1993.0
6,813,798,442,674,9760,360.0,128,328,1964,0,1964,1964.0
6,1230,1291,576,837,3964,0.0,20,728,1973,105,1973,1973.0
5,0,893,576,220,9600,0.0,0,0,2003,625,1949,1985.0
5,0,1048,286,586,10152,120.0,20,0,1956,462,1956,1956.0
6,727,829,441,298,11700,0.0,0,0,1968,429,1968,1968.0
5,454,1002,280,0,7585,0.0,0,0,1950,810,1948,1954.0
6,728,698,440,535,7950,140.0,0,252,1977,155,1977,1977.0
7,0,1240,826,0,8556,0.0,93,140,2006,1240,2006,2006.0
7,780,960,240,410,13125,0.0,0,0,1984,390,1940,1940.0
5,370,1096,566,626,10800,0.0,21,436,1989,170,1936,1950.0
5,0,1096,299,75,15870,0.0,32,240,1969,230,1969,1969.0
6,0,848,420,662,4435,169.0,0,140,2004,186,2004,2004.0
5,0,990,299,495,8775,0.0,64,0,1994,495,1994,1996.0
6,0,1258,528,656,11040,144.0,0,55,2004,602,1971,1971.0
5,0,1040,308,824,7500,0.0,0,0,1963,216,1963,1963.0
7,0,1459,527,0,8749,100.0,39,192,2002,1459,2002,2002.0
6,0,1251,461,553,8800,425.0,116,0,1964,698,1964,1964.0
6,807,691,409,592,13031,0.0,44,315,1996,99,1995,1995.0
6,0,996,564,747,9069,0.0,0,120,1992,189,1992,1992.0
4,546,546,286,334,1974,0.0,96,120,1973,212,1973,1973.0
8,871,1082,1043,0,10574,0.0,50,160,2006,1082,2005,2005.0
7,739,970,380,0,2522,50.0,40,0,2004,970,2004,2004.0
8,0,1247,550,1039,3316,0.0,84,0,2005,208,2005,2005.0
3,0,1040,400,0,8544,0.0,0,0,1950,0,1950,1987.0
7,628,624,462,510,2160,212.0,48,0,2000,90,1999,1999.0
6,304,1390,576,423,8400,0.0,0,342,1950,758,1925,1925.0
5,0,1200,884,661,9230,166.0,64,0,1998,203,1965,1977.0
5,0,936,308,248,5868,0.0,0,0,2000,448,1956,1956.0
6,0,1314,440,24,9317,0.0,22,0,2006,1290,2006,2006.0
6,582,773,0,0,6882,0.0,0,136,2006,684,1914,1980.0
8,0,1088,461,0,3696,0.0,74,0,1986,1074,1986,1987.0
4,567,757,240,672,6000,0.0,0,0,1950,0,1936,1936.0
7,0,1601,478,704,11880,206.0,0,0,1978,567,1978,1978.0
2,0,438,246,290,8400,0.0,0,0,1950,0,1920,1930.0
5,0,950,280,412,9758,0.0,0,0,1971,251,1971,1981.0
5,0,1134,254,588,7000,45.0,16,0,2002,422,1960,1960.0
6,0,1194,539,655,8910,0.0,0,0,1959,0,1959,1954.0
5,672,630,440,0,2016,304.0,0,0,1970,630,1970,1970.0
8,1122,1500,712,1032,12256,362.0,32,186,1995,431,1994,1994.0
7,0,1442,719,738,10357,0.0,244,0,1991,172,1990,1990.0
7,1134,887,422,0,23257,0.0,100,0,2006,868,2006,2006.0
6,742,948,463,0,8063,0.0,48,100,2000,924,2000,2000.0
8,0,1836,862,1039,11362,42.0,185,125,2005,797,2004,2004.0
6,885,773,431,219,8000,0.0,84,224,1996,554,1995,1995.0
7,866,1098,483,403,10480,660.0,69,0,1976,400,1976,1976.0
5,0,816,308,708,7100,0.0,0,0,1957,108,1957,1957.0
5,0,1008,240,643,8923,0.0,18,0,2006,365,1953,1953.0
5,0,833,326,415,5400,0.0,0,0,2000,418,1954,1955.0
8,0,1734,928,1004,12085,328.0,0,0,2007,730,2007,2007.0
8,640,779,527,353,7750,0.0,0,120,2002,55,2002,2002.0
5,0,894,450,702,9764,0.0,0,0,2003,192,1967,1967.0
5,580,1021,300,0,13825,0.0,34,280,1987,533,1958,1958.0
5,0,1040,286,369,7560,0.0,0,140,1959,671,1959,1959.0
6,0,1012,308,0,8263,0.0,22,0,1950,1012,1920,1920.0
7,0,1552,782,24,10084,196.0,20,144,2006,1528,2005,2005.0
4,0,960,288,0,8926,0.0,0,64,1956,672,1956,1956.0
5,0,698,0,0,9405,0.0,200,0,2008,698,1947,1980.0
7,670,812,392,0,9125,170.0,25,100,1992,384,1992,1992.0
4,0,1005,672,0,10434,0.0,0,0,1955,1005,1955,1977.0
7,0,1555,660,0,3684,130.0,20,143,2007,1373,2007,2007.0
7,0,1530,630,1300,14572,0.0,36,144,2004,230,2004,2004.0
7,1112,847,434,0,11796,0.0,48,100,2005,847,2004,2004.0
5,0,936,672,936,7200,180.0,0,49,1980,0,1980,1980.0
4,653,1328,576,622,7804,0.0,44,431,1950,500,1928,1981.0
5,0,974,0,212,10712,0.0,28,0,1992,762,1991,1980.0
6,1032,1178,205,0,9900,0.0,48,0,1950,1008,1880,1930.0
8,878,1142,466,584,9828,0.0,155,0,1995,544,1995,1995.0
6,684,916,460,0,8773,0.0,38,100,1997,916,1997,1997.0
6,0,986,180,0,6180,0.0,128,0,1950,960,1926,1926.0
6,220,1032,288,280,9600,0.0,0,0,1950,752,1950,1950.0
5,240,780,0,0,6342,0.0,0,0,1996,780,1875,1980.0
6,0,1567,714,1567,9819,0.0,32,264,1977,0,1977,1977.0
5,0,1167,495,645,8731,0.0,0,0,1950,270,1920,1972.0
5,0,952,840,852,7350,0.0,0,0,1951,100,1951,1988.0
5,780,1088,484,381,10304,44.0,96,448,1976,399,1976,1976.0
8,1362,1466,1052,1150,9965,340.0,144,125,2007,316,2006,2006.0
5,0,1006,0,288,9000,0.0,24,0,1959,718,1959,1980.0
4,252,672,280,348,12180,0.0,0,0,1950,324,1941,1941.0
5,534,1042,225,0,6240,0.0,0,0,1950,1042,1928,1928.0
6,0,1298,403,1258,11200,85.0,26,165,1985,40,1985,1985.0
7,704,860,234,275,12000,0.0,0,0,1950,429,1941,1941.0
7,539,572,288,0,5700,0.0,0,0,1950,572,1926,1982.0
7,650,832,324,624,9000,0.0,0,0,1988,26,1920,1930.0
6,0,932,306,0,8280,0.0,0,0,1950,932,1950,1950.0
5,0,1466,528,176,17755,132.0,140,0,1959,1290,1959,1959.0
6,0,1811,470,296,14115,0.0,0,0,2004,230,1956,1956.0
6,0,816,432,538,5890,0.0,0,0,2007,278,1930,2002.0
7,918,902,492,454,13700,288.0,84,60,1988,410,1965,1965.0
5,0,1437,528,1157,10768,0.0,21,0,2004,280,1976,1976.0
5,0,1265,502,633,9350,0.0,92,0,1999,586,1965,1965.0
7,0,1314,626,904,5001,166.0,62,172,2008,410,2007,2008.0
8,0,1580,830,0,11932,186.0,24,0,2008,1580,2007,2008.0
6,933,943,540,442,9120,270.0,69,0,1974,459,1974,1974.0
6,601,855,440,311,2280,0.0,0,26,1978,544,1978,1978.0
6,0,1640,924,728,14778,72.0,0,108,2006,568,1954,1993.0
5,0,894,450,492,8724,0.0,0,0,1968,402,1968,1968.0
4,0,1258,400,1198,12900,0.0,0,120,1969,0,1969,1969.0
5,0,1432,588,680,16157,0.0,180,168,1978,289,1978,1978.0
7,0,1502,644,0,9541,268.0,114,0,2009,1502,2009,2009.0
8,0,1694,776,0,10475,72.0,33,160,2008,1694,2008,2008.0
6,712,959,472,786,10852,0.0,38,0,2000,173,2000,2000.0
6,872,1236,540,626,13728,0.0,0,0,1986,501,1935,1935.0
10,1796,1831,807,1387,35760,1378.0,76,361,1996,543,1995,1995.0
6,0,1118,358,522,9880,0.0,0,203,1977,574,1977,1977.0
6,0,1261,433,662,9120,0.0,0,0,1958,599,1958,1958.0
7,625,625,625,0,4017,0.0,54,0,2007,625,2006,2006.0
5,971,1636,0,152,18030,0.0,0,122,1994,977,1946,1980.0
6,1175,1170,360,503,16560,0.0,0,0,1950,449,1932,1932.0
8,743,2129,541,700,10678,337.0,33,0,2000,983,1992,1992.0
5,0,923,264,658,6951,0.0,0,362,1985,218,1984,1984.0
6,406,818,210,468,3950,0.0,0,0,2004,350,1926,1926.0
5,523,820,186,0,7681,0.0,0,192,1950,731,1921,1921.0
5,0,1124,0,0,8335,0.0,36,0,1954,0,1954,1980.0
7,1216,1298,693,1216,11170,0.0,0,0,1991,0,1990,1990.0
8,0,1652,482,1480,5587,186.0,53,162,2008,120,2008,2008.0
10,2065,2411,813,2096,15623,0.0,78,171,1996,300,1996,1996.0
5,0,1130,720,821,10800,0.0,0,229,1950,299,1920,1970.0
5,0,1572,995,1159,35133,226.0,263,0,1963,413,1963,1963.0
5,272,949,392,392,9738,0.0,0,0,1950,392,1924,1965.0
3,685,1014,420,440,10615,0.0,74,0,1970,538,1900,1920.0
